	code	name	changepercent	trade	open	high	low	settlement	volume	turnoverratio	amount	per	pb	mktcap	nmc
894	601519	大智慧	-1.943	9.59	9.7	9.85	9.54	9.78	37285931	1.87583	359526695	3196.667	12.921	1906204.3	1906204.3
895	601518	吉林高速	-2.727	2.14	2.19	2.2	2.14	2.2	3473500	0.28631	7529054	15.286	0.787	288984.555894	259624.8
896	601515	东风股份	1.732	6.46	6.91	6.99	6.38	6.35	69287703	5.1924	473508237	20.839	2.07	862026.798614	862026.798614
897	601512	中新集团	-2.66	9.15	9.4	9.43	9.13	9.4	1846777	0.2316	17052720	11.438	1.278	1371484.35	729630.15
898	601500	通用股份	-1.8940000000000001	5.18	5.2	5.28	5.17	5.28	2300797	0.26377	11995399	43.167	1.24	451846.26662	451846.26662
899	601456	国联证券	-1.532	17.35	17.63	17.81	17.25	17.62	28896966	6.07438	504897508	0.0	3.941	4126036.465	825372.465
900	601399	ST国重装	0.0	3.66	3.66	3.71	3.64	3.66	6708532	1.3591600000000001	24637339	53.353	2.117	2660184.501024	180649.442592
901	601398	工商银行	0.198	5.05	5.03	5.05	4.99	5.04	219055180	0.08125	1097970398	5.872	0.6980000000000001	179985159.82994	136154167.33219
902	601390	中国中铁	-0.546	5.46	5.5	5.55	5.43	5.49	74739940	0.36703	409551178	5.747	0.663	13415727.388518	11118492.448518
903	601388	怡球资源	-1.46	2.7	2.74	2.77	2.68	2.74	41382887	2.05801	112371331	47.368	1.893	594466.04322	542922.73623
904	601377	兴业证券	4.397	9.26	8.91	9.69	8.91	8.87	329381329	4.91858	3075888652	35.182	1.682	6201117.970124	6201117.970124
905	601375	中原证券	-1.6640000000000001	5.32	5.34	5.44	5.3	5.41	84734219	3.16917	453638999	266.0	1.845	2470014.6604	1422411.4324
906	601369	陕鼓动力	5.46	9.85	9.31	10.04	9.31	9.34	32873537	2.00599	321585174	27.172	2.4050000000000002	1652790.829505	1614188.679505
907	601368	绿城水务	-1.207	4.91	4.97	4.97	4.9	4.97	1353500	0.15733000000000003	6661937	14.906	0.999	433539.780807	422399.923707
908	601366	利群股份	-0.586	6.79	6.83	6.83	6.67	6.83	4580000	0.53224	30907668	21.903	1.311	584287.829972	584287.829972
909	601360	三六零	1.67	17.66	17.39	18.03	17.15	17.37	53917394	3.01344	951225017	20.068	3.93	12618711.405902	3159783.312884
910	601339	百隆东方	-1.013	3.91	3.95	3.97	3.91	3.95	5063400	0.33756	19930097	19.55	0.746	586500.0	586500.0
911	601336	新华保险	0.377	53.2	53.02	53.3	52.12	53.0	17536247	0.84089	923092373	11.392	1.7690000000000001	16595987.912	11094537.2888
912	601333	广深铁路	-1.3820000000000001	2.14	2.16	2.17	2.14	2.17	28355916	0.50168	60867701	19.455	0.549	1515876.918	1209578.718
913	601330	绿色动力	-0.49	8.12	8.19	8.24	8.08	8.16	3435801	1.34394	27861108	22.556	2.608	1131473.28	207588.27908
914	601328	交通银行	-0.444	4.48	4.5	4.5	4.46	4.5	93451666	0.23809000000000002	417888004	4.48	0.46900000000000003	33269701.53696	17584387.07872
915	601326	秦港股份	-2.909	2.67	2.73	2.74	2.66	2.75	10353200	0.21762	27948613	15.706	0.979	1491839.004	1270268.253
916	601319	中国人保	-1.124	6.16	6.23	6.24	6.13	6.23	56815650	1.01428	350594605	12.078	1.3780000000000001	27241978.199128	3450565.283704
917	601318	中国平安	1.289	84.88	83.7	84.88	82.58	83.8	127980118	1.18143	10711676899	10.093	2.187	155162689.08808	91947656.259024
918	601311	骆驼股份	-0.678	10.26	10.28	10.52	10.12	10.33	49519889	4.4147	509226819	14.87	1.718	1150867.594008	1150867.594008
919	601298	青岛港	-2.761	6.34	6.54	6.56	6.3	6.52	12075013	0.64576	77113154	10.746	1.2850000000000001	4115357.4	1185514.064
920	601288	农业银行	0.0	3.14	3.14	3.15	3.13	3.14	171858466	0.058440000000000006	538823061	5.322	0.599	109894672.63612	92333362.285856
921	601258	ST庞大	-1.02	0.97	0.98	0.99	0.96	0.98	50402000	0.49282000000000004	49162516	48.5	0.9410000000000001	992040.83179	992040.83179
922	601238	广汽集团	-3.654	11.6	11.98	11.98	11.49	12.04	64123581	0.8969600000000001	746398515	17.846	1.434	12005648.30772	8292811.21112
923	601236	红塔证券	-0.803	16.06	16.17	16.35	15.96	16.19	12809571	0.8684900000000001	206913355	66.917	4.188	5835249.065976	2368721.711114
924	601233	桐昆股份	-1.209	26.14	26.7	27.21	25.98	26.46	40342997	1.7636	1073603996	16.65	2.453	5979606.130718	5979606.130718
925	601231	环旭电子	-3.811	17.67	17.94	18.02	17.55	18.37	19468074	0.8916400000000001	345911609	30.466	3.5060000000000002	3903909.738324	3858073.8078
926	601229	上海银行	-0.741	8.04	8.07	8.1	7.97	8.1	32519499	0.2373	260791765	5.912	0.684	11422049.0748	11017899.445728
927	601228	广州港	-1.534	3.21	3.26	3.26	3.21	3.26	10508600	0.16968000000000003	33952907	22.929	1.452	1988010.78	1988010.78
928	601226	华电重工	-4.872	3.71	3.89	3.91	3.7	3.9	8881250	0.7689400000000001	33434699	52.107	1.183	428505.0	428505.0
929	601225	陕西煤业	-0.549	10.86	10.89	11.03	10.69	10.92	77618380	0.7761800000000001	842721141	9.203	1.616	10860000.0	10860000.0
930	601222	林洋能源	5.968	8.7	8.25	8.84	8.14	8.21	89832274	5.13654	768542676	21.75	1.46	1521531.31938	1521531.31938
931	601218	吉鑫科技	3.11	4.31	4.2	4.41	4.14	4.18	40893041	4.18403	174515471	64.618	1.607	421242.16	421242.16
932	601216	君正集团	-2.876	4.39	4.48	4.5	4.38	4.52	93303051	1.10575	412434504	14.866	2.057	3704289.63421	3704289.63421
933	601212	白银有色	-3.03	2.56	2.61	2.61	2.54	2.64	53445432	0.72177	137646075	320.0	1.345	1895622.274816	1895622.274816
934	601211	国泰君安	-0.808	17.19	17.3	17.43	17.14	17.33	40272377	0.54147	695595984	19.1	1.234	15313622.474709	12785270.552289
935	601208	东材科技	-9.983	10.91	12.1	12.11	10.91	12.12	20344145	3.31645	229730639	90.917	2.778	683621.691	669253.221
936	601200	上海环境	-1.584	10.56	10.67	10.7	10.5	10.73	6361322	0.56703	67217068	15.649000000000001	1.293	1184682.621408	1184682.621408
937	601199	江南水务	-1.887	3.64	3.7	3.7	3.63	3.71	3658300	0.39117	13392989	14.56	1.138	340416.546288	340416.546288
938	601198	东兴证券	-1.8090000000000002	11.4	11.58	11.64	11.28	11.61	22034056	0.79893	252506979	25.734	1.501	3144075.14898	3144075.14898
939	601188	龙江交通	-1.158	2.56	2.58	2.59	2.55	2.59	2456430	0.18668	6305587	9.252	0.762	336864.914176	336864.914176
940	601187	厦门银行	0.452	11.11	11.06	11.21	10.81	11.06	23033904	8.72785	253541397	15.431	1.663	2932071.083568	293207.108579
941	601186	中国铁建	-0.379	7.88	7.92	7.97	7.87	7.91	43359598	0.37693000000000004	342561459	5.629	0.596	10700678.702	9064557.454
942	601179	中国西电	-2.511	4.27	4.38	4.38	4.26	4.38	27947024	0.5452100000000001	119893371	52.716	1.105	2188751.764304	2188751.764304
943	601177	杭齿前进	-2.279	7.29	7.42	7.44	7.28	7.46	1960600	0.49008	14398179	147.87	1.716	291643.74	291643.74
944	601169	北京银行	-0.418	4.77	4.79	4.79	4.75	4.79	44453215	0.21025000000000002	211829730	4.867	0.515	10085203.497744	10085203.497744
945	601168	西部矿业	3.6109999999999998	14.06	13.6	14.55	13.5	13.57	69664114	2.92338	981644915	33.476	3.154	3350498.0	3350498.0
946	601166	兴业银行	-0.08700000000000001	22.91	22.84	23.14	22.26	22.93	112138354	0.57169	2544647323	7.39	0.929	47593671.010541	44938539.012341
947	601163	三角轮胎	2.83	18.17	17.5	18.32	17.21	17.67	15206255	1.9007800000000001	272308227	17.142	1.369	1453600.0	1453600.0
948	601162	天风证券	-1.957	5.51	5.61	5.67	5.5	5.62	93084477	2.42503	518942031	93.39	2.033	3672947.97128	2115002.445838
949	601158	重庆水务	-0.591	5.05	5.08	5.11	5.04	5.08	2620441	0.05459000000000001	13253621	14.429	1.588	2424000.0	2424000.0
950	601155	新城控股	3.622	46.06	45.1	47.2	45.01	44.45	22184023	0.98616	1022454641	8.196	2.609	10389925.478716	10361330.509516
951	601139	深圳燃气	-0.451	6.62	6.65	6.66	6.53	6.65	9504068	0.33038	62773974	17.892	1.639	1904420.114128	1904395.587028
952	601138	工业富联	3.051	15.2	14.69	15.21	14.5	14.75	63012616	2.17301	938892286	16.17	3.178	30203381.046	4407673.8308
953	601137	博威合金	-6.117	10.59	11.21	11.22	10.41	11.28	20830356	2.89298	223051257	16.045	1.6360000000000001	836657.625348	762512.64897
954	601128	常熟银行	0.543	7.4	7.37	7.43	7.25	7.36	30692228	1.1785	225092024	10.725	1.158	2028233.3845	1927211.65032
955	601127	小康股份	0.326	15.37	15.0	16.3	14.5	15.32	60769227	6.38964	936803402	219.571	3.347	1964962.084801	1461777.561577
956	601126	四方股份	-2.246	6.53	6.7	6.73	6.5	6.68	6500662	0.82476	42855026	27.208	1.314	531001.316	514686.432276
957	601118	海南橡胶	0.765	5.27	5.25	5.46	5.18	5.23	51357602	1.2001	273376380	166.772	2.343	2255258.449019	2255258.449019
958	601117	中国化学	-3.01	5.8	5.95	5.95	5.73	5.98	103223747	2.09251	599410674	9.355	0.844	2861140.0	2861140.0
959	601116	三江购物	-2.613	9.69	9.95	9.95	9.65	9.95	1391400	0.33874000000000004	13567034	33.06	1.677	530700.3696	398025.2772
960	601113	ST华鼎	-4.412	3.25	3.4	3.42	3.23	3.4	4677800	0.51536	15431215	-2.826	0.812	370981.348725	294996.728
961	601111	中国国航	0.0	6.97	6.95	6.99	6.87	6.97	46301351	0.46477	321336822	14.83	1.244	10123796.183945	6943605.879237
962	601108	财通证券	-2.107	11.15	11.34	11.48	11.1	11.39	47662074	1.328	536974389	21.442	1.839	4001735.0	4001735.0
963	601107	四川成渝	-0.984	3.02	3.06	3.06	3.01	3.05	1389738	0.06426000000000001	4195692	8.531	0.61	923534.12	653147.48
964	601106	中国一重	0.34700000000000003	2.89	2.85	2.92	2.84	2.88	24328345	0.35476	70198018	153.723	1.7850000000000001	1981899.265903	1981899.265903
965	601101	昊华能源	-4.8260000000000005	3.55	3.72	3.72	3.55	3.73	12651074	1.05426	45518035	16.136	0.63	425999.38656	425999.38656
966	601100	恒立液压	0.279	126.0	126.12	130.0	123.46	125.65	10985131	0.8415400000000001	1396977770	85.714	25.176	16447536.0	16447536.0
967	601099	太平洋	-7.297	3.43	3.67	3.7	3.34	3.7	276256756	4.05287	966954116	50.441	2.234	2337996.51491	2337996.51491
968	601098	中南传媒	-2.431	8.83	9.05	9.09	8.82	9.05	9554441	0.53198	85164966	12.437	1.169	1585868.0	1585868.0
969	601088	中国神华	-2.197	18.25	18.5	18.5	18.13	18.66	35544115	0.21554	649223707	8.395	1.013	36298557.330375	30096144.267875
970	601086	国芳集团	-3.275	3.84	3.95	3.95	3.83	3.97	2209800	0.33180000000000004	8588704	22.588	1.3679999999999999	255744.0	255744.0
971	601077	渝农商行	-0.924	4.29	4.32	4.33	4.28	4.33	24536626	0.41768000000000005	105412237	4.516	0.527	4872153.0	2520145.492722
972	601069	西部黄金	-0.776	12.79	12.85	12.95	12.78	12.89	2922903	0.45958000000000004	37585720	197.988	4.7059999999999995	813444.0	813444.0
973	601068	中铝国际	-3.125	3.41	3.47	3.51	3.37	3.52	14608165	4.93675	49994589	-170.5	1.28	1009041.733447	100904.173447
974	601066	中信建投	0.9410000000000001	40.77	41.2	41.55	40.59	40.39	32378942	2.46228	1328013440	60.851	6.022	31624044.687369	5361255.0
975	601058	赛轮轮胎	-2.2880000000000003	8.54	8.62	8.81	8.45	8.74	52833797	2.06471	452997001	18.17	2.852	2305356.499012	2185295.8603
976	601038	一拖股份	-2.814	9.67	9.99	9.99	9.46	9.95	8677418	1.46107	83567842	154.968	2.101	953316.95	574310.97
977	601028	玉龙股份	-2.375	11.51	11.79	11.79	11.4	11.79	2889082	0.36896	33421558	442.692	4.168	901262.64976	901262.64976
978	601021	春秋航空	6.974	53.38	50.2	53.9	50.13	49.9	8785287	0.9586100000000001	460521257	26.557	3.351	4892077.961994	4892077.961994
979	601020	华钰矿业	0.0	8.57	8.49	8.83	8.25	8.57	19133580	3.455	162556381	35.708	1.956	475761.131546	474601.726241
980	601019	山东出版	-1.248	5.54	5.6	5.62	5.53	5.61	2829915	0.1356	15731771	7.486	1.065	1156142.6	1156142.6
981	601018	宁波港	-3.431	3.94	4.05	4.05	3.92	4.08	35420585	0.26889	140247898	15.154	1.201	6228122.44378	5190102.036746
982	601016	节能风电	9.012	3.75	3.46	3.78	3.46	3.44	280259769	6.74421	1027837144	26.596	1.923	1870002.0	1558335.0
983	601015	陕西黑猫	10.047	7.01	6.95	7.01	6.88	6.37	36246930	2.22403	253596148	350.5	2.078	1142482.420573	1142482.420573
984	601012	隆基股份	-2.448	116.77	120.54	125.0	113.7	119.7	115561885	3.06393	13953031411	79.435	13.575	44042945.456977	44041945.789007
985	601011	宝泰隆	4.04	4.12	3.92	4.15	3.84	3.96	62610910	3.90146	252168751	103.0	1.07	661180.647564	661180.647564
986	601010	文峰股份	-2.7119999999999997	2.87	2.94	2.94	2.85	2.95	5890484	0.31875000000000003	17010776	15.944	1.114	530376.0	530376.0
987	601009	南京银行	-0.608	8.17	8.17	8.22	8.07	8.22	32465378	0.38275000000000003	263997450	5.754	0.872	8175732.866941	6929963.873908
988	601008	连云港	1.058	3.82	3.84	3.97	3.79	3.78	17813607	1.75466	68666885	545.714	1.21	417841.612984	387812.168582
989	601007	金陵饭店	0.0	7.42	7.41	7.42	7.32	7.42	647600	0.21587	4773614	29.562	1.478	222600.0	222600.0
990	601006	大秦铁路	-0.772	6.43	6.48	6.49	6.41	6.48	33821374	0.2275	217664534	6.989	0.8230000000000001	9559346.928713	9559346.928713
991	601005	重庆钢铁	-0.6990000000000001	1.42	1.43	1.43	1.41	1.43	26968104	0.32180000000000003	38338554	14.2	0.64	1266441.521914	1190027.459514
992	601003	柳钢股份	-0.502	5.95	5.85	6.03	5.72	5.98	11852935	0.4625	69752180	6.498	1.335	1524861.954	1524861.954
993	601002	晋亿实业	0.0	5.48	5.44	5.52	5.38	5.48	14856401	1.7488100000000002	80808932	32.235	1.46	521272.944	465533.55144
994	601001	晋控煤业	-4.511	5.08	5.3	5.3	5.07	5.32	29080565	1.7375	148939616	9.407	1.149	850239.6	850239.6
995	601000	唐山港	-2.075	2.36	2.4	2.41	2.34	2.41	42948112	0.72475	101978864	7.867	0.777	1398519.152904	1398519.152904
996	600999	招商证券	3.12	27.1	26.12	27.31	25.72	26.28	80596650	1.08591	2148295280	27.938	2.5700000000000003	23567587.64426	20113634.28712
997	600998	九州通	-2.392	18.77	19.22	19.4	18.55	19.23	12628882	0.6739700000000001	238054811	19.968	1.874	3517153.977809	3517121.130309
998	600997	开滦股份	5.386	7.24	6.81	7.38	6.74	6.87	67135919	4.22824	474782146	10.056	0.972	1149567.092124	1149567.092124
999	600996	贵广网络	-1.375	5.02	5.08	5.08	4.97	5.09	3751700	0.35673000000000005	18830498	23.905	1.166	527954.48181	527954.48181
1000	600995	文山电力	-1.408	7.0	7.09	7.09	6.97	7.1	4012400	0.8384900000000001	28108281	10.145	1.436	334968.48	334968.48
1001	600993	马应龙	-3.043	22.3	22.99	23.25	22.22	23.0	9926862	2.30693	222851008	26.548000000000002	3.475	961250.17693	959584.64568
1002	600992	贵绳股份	-2.985	5.85	6.0	6.02	5.82	6.03	1578900	0.6442100000000001	9296046	49.118	1.006	143377.65	143377.65
1003	600990	四创电子	-1.272	45.8	46.4	47.2	45.33	46.39	1743609	1.09538	80407040	65.429	3.054	729040.3238	729040.3238
1004	600989	宝丰能源	8.834	15.77	14.43	15.94	14.26	14.49	94440082	4.73557	1468570433	29.204	4.737	11564708.72	3144963.79
1005	600988	赤峰黄金	-1.32	16.45	16.67	16.82	16.33	16.67	34013258	2.2156700000000003	563084654	126.538	7.044	2737134.21681	2525278.1575
1006	600987	航民股份	-1.815	5.41	5.48	5.48	5.36	5.51	4987776	0.54144	26970952	7.956	1.174	584722.992981	498368.9295
1007	600986	浙文互联	-2.878	4.05	4.16	4.16	4.03	4.17	15995052	1.2152	65309456	-2.143	1.47	536443.706205	533081.17143
1008	600985	淮北矿业	-1.183	10.86	10.91	11.22	10.8	10.99	9034136	1.38924	99131774	6.464	1.142	2359470.379674	706217.95908
1009	600984	建设机械	-0.18	11.11	11.16	11.4	11.05	11.13	19548981	2.27564	219450987	17.833	1.9060000000000001	1074289.077015	954410.536068
1010	600983	惠而浦	0.322	6.24	6.5	6.5	6.24	6.22	4449801	0.8351700000000001	28089145	-14.857	1.328	478257.936	332467.2
1011	600982	宁波能源	-0.651	3.05	3.07	3.07	2.93	3.07	18708800	2.50476	56432683	26.967	0.982	340919.304355	227813.65
1012	600981	汇鸿集团	-1.338	2.95	2.99	3.0	2.95	2.99	4347161	0.19386	12898951	19.667	1.24	661517.79164	661517.79164
1013	600980	北矿科技	-1.645	14.95	14.99	15.91	14.82	15.2	12972942	8.523060000000001	199659367	50.168	3.54	232038.7706	227553.7706
1014	600979	广安爱众	-1.639	3.0	3.04	3.04	3.0	3.05	7124900	0.5782	21457466	11.583	0.935	369677.937	369677.937
1015	600978	*ST宜生	0.0	0.94	0.93	0.96	0.92	0.94	20901839	1.40955	19643331	-7.833	0.195	139389.780376	139389.780376
1016	600977	中国电影	1.109	11.85	11.7	11.92	11.64	11.72	8182783	0.43829	96720429	20.826	2.041	2212395.0	2212395.0
1017	600976	健民集团	-5.127	30.35	31.9	32.5	30.13	31.99	3336413	2.17641	103481551	50.583	3.5949999999999998	465564.751	465261.251
1018	600975	新五丰	-0.248	8.04	8.02	8.07	7.88	8.06	11612635	1.7792400000000002	92643713	80.4	3.794	524751.169536	524751.169536
1019	600973	宝胜股份	0.224	4.48	4.43	4.56	4.4	4.47	16345681	1.33749	73650256	34.462	1.358	614372.079104	547506.407616
1020	600971	恒源煤电	-3.578	5.39	5.55	5.55	5.35	5.59	19645926	1.63715	106281886	5.733	0.724	646802.632476	646802.632476
1021	600970	中材国际	4.25	7.85	7.52	7.9	7.47	7.53	82804416	4.76532	642327842	8.533	1.282	1364052.881655	1364052.881655
1022	600969	郴电国际	-2.576	6.05	6.21	6.23	6.02	6.21	4792412	1.29507	29235250	40.55	0.633	223880.54282	223880.54282
1023	600968	海油发展	-1.717	2.29	2.33	2.34	2.28	2.33	32830200	1.76023	75615140	17.141	1.214	2327808.861571	427108.861571
1024	600967	内蒙一机	-3.077	11.34	11.7	11.87	11.26	11.7	38868155	2.30039	446192990	33.353	2.005	1916042.480478	1916042.480478
1025	600966	博汇纸业	3.979	16.2	15.57	16.2	15.54	15.58	31862856	2.3834400000000002	508494171	161.838	3.748	2165687.74656	2165687.74656
1026	600965	福成股份	-5.056	5.07	5.34	5.34	5.05	5.34	4857400	0.59331	25050285	19.5	2.067	415081.384185	415081.384185
1027	600963	岳阳林纸	1.357	4.48	4.42	4.53	4.34	4.42	42518824	2.35554	189952449	19.478	0.9550000000000001	808663.792832	808663.792832
1028	600962	国投中鲁	-1.355	7.28	7.35	7.44	7.21	7.38	2963000	1.16644	21667161	531.387	2.2800000000000002	190888.88	184926.56
1029	600961	株冶集团	-1.092	6.34	6.42	6.49	6.27	6.41	4855317	0.92051	30891204	634.0	-2.5620000000000003	334408.317476	334408.317476
1030	600960	渤海汽车	-4.627	3.71	3.86	3.87	3.71	3.89	16304342	1.7153200000000002	61384099	48.752	0.747	352641.257178	352641.257178
1031	600959	江苏有线	-0.9580000000000001	3.1	3.12	3.15	3.09	3.13	11290126	0.24938000000000002	35117823	44.286	0.712	1550222.48266	1403444.75526
1032	600958	东方证券	-0.917	10.81	10.89	10.97	10.74	10.91	45524186	0.7935800000000001	493379795	30.886	1.363	7560141.923043	6201238.443043
1033	600956	新天绿能	-0.252	7.93	8.0	8.2	7.7	7.95	11684369	8.67115	92419472	20.868	2.618	3052978.944028	106856.75
1034	600939	重庆建工	-1.416	3.48	3.52	3.52	3.47	3.53	1811418	0.09983	6315676	15.13	0.917	631456.504728	631456.504728
1035	600936	广西广电	-3.56	2.98	3.09	3.09	2.95	3.09	7402100	0.44297000000000003	22187328	42.571	1.374	497965.819222	497965.819222
1036	600933	爱柯迪	4.175	16.22	15.6	16.55	15.6	15.57	5116650	0.5989	82783856	31.192	3.33	1395284.139	1385744.9948
1037	600929	雪天盐业	-2.5	5.07	5.18	5.2	5.05	5.2	3169051	0.9394100000000001	16151534	31.668	1.8290000000000002	465299.832036	171034.033638
1038	600928	西安银行	-0.5690000000000001	5.24	5.25	5.26	5.19	5.27	15106756	1.3072300000000001	78927373	8.59	0.9410000000000001	2328888.88918	605552.942788
1039	600926	杭州银行	-1.027	14.45	14.58	14.6	14.0	14.6	42736928	0.8477300000000001	612382449	12.143	1.371	8569139.62424	7284765.585815
1040	600919	江苏银行	0.184	5.45	5.43	5.46	5.39	5.44	73030996	0.49832000000000004	396169525	4.619	0.532	8049435.620435	7987173.578925
1041	600918	中泰证券	-3.455	14.81	15.3	15.55	14.76	15.34	45324092	6.50402	685412820	49.367	3.128	10320534.744636	1032053.475056
1042	600917	重庆燃气	-1.69	6.4	6.53	6.53	6.38	6.51	1772900	0.11394000000000001	11417178	24.615	2.276	1005657.6	995840.0
1043	600909	华安证券	-1.264	7.03	7.12	7.16	7.01	7.12	32076494	0.8858400000000001	227268952	22.677	1.835	2545594.424803	2545594.424803
1044	600908	无锡银行	-0.33	6.04	6.03	6.09	5.88	6.06	29722113	1.72442	178307726	8.882	0.976	1116373.02182	1041056.68312
1045	600903	贵州燃气	-4.384	10.25	10.67	10.68	10.25	10.72	11719486	1.02966	121216514	60.294	4.222	1166639.652675	1166639.652675
1046	600901	江苏租赁	-0.9470000000000001	5.23	5.28	5.32	5.2	5.28	5601556	0.31271000000000004	29442308	9.868	1.245	1562017.933264	936844.676276
1047	600900	长江电力	-0.053	18.9	18.89	19.02	18.5	18.91	46984145	0.2066	879646788	19.301	2.591	42982113.9447	42982113.9447
1048	600898	*ST美讯	-1.215	5.69	5.87	5.88	5.65	5.76	1615100	0.63958	9259358	-1.6880000000000002	-4.372	143686.05358	143686.05358
1049	600897	厦门空港	-1.215	16.26	16.44	16.44	16.25	16.46	899779	0.30213	14669317	9.342	1.317	484239.06	484239.06
1050	600896	览海医疗	-4.048	4.03	4.18	4.18	4.0	4.2	6571600	0.75614	26701365	-20.15	2.368	412996.583857	350246.927225
1051	600895	张江高科	0.995	17.25	17.06	17.35	16.8	17.08	13843144	0.8938600000000001	235990429	45.395	2.649	2671489.47375	2671489.47375
1052	600894	广日股份	0.65	7.74	7.67	7.86	7.63	7.69	5192011	0.6037600000000001	40291819	15.602	0.839	665598.89673	665598.89673
1053	600893	航发动力	-1.087	74.65	76.8	80.01	72.93	75.47	90298491	4.28333	6937328466	155.521	5.586	19898660.98667	15737259.911825
1054	600892	*ST大晟	-0.318	3.13	3.14	3.2	3.11	3.14	3347400	0.61948	10519580	-3.099	6.182	175112.290844	169132.534768
1055	600891	*ST秋林	0.0	1.19	0.0	0.0	0.0	1.19	0	0.0	0	-1.384	-0.42	73492.710557	45724.804069
1056	600890	中房股份	-4.839	3.54	3.8	3.82	3.49	3.72	14647400	2.5289200000000003	52894409	71.951	7.928	205035.00345	205035.00345
1057	600889	南京化纤	-4.148	4.39	4.51	4.74	4.33	4.58	16252289	4.80774	71793592	-12.194	1.178	160825.89839	148401.370436
1058	600888	新疆众和	1.704	5.97	5.87	6.13	5.81	5.87	34020318	3.66472	203693977	39.354	1.307	611749.1238	554206.902093
1059	600887	伊利股份	6.06	48.83	46.14	48.92	46.14	46.04	152055108	2.56406	7220524557	42.461	10.459	29701457.059539	28957347.695821
1060	600886	国投电力	-1.048	8.5	8.59	8.6	8.47	8.59	14770469	0.21204	125656795	12.677	1.447	5920992.34495	5920992.34495
1061	600885	宏发股份	4.509	57.48	54.7	58.32	54.1	55.0	10113443	1.3579400000000001	573258715	60.505	8.085	4280889.400896	4280889.400896
1062	600884	杉杉股份	-3.346	17.91	18.48	19.0	17.86	18.53	80946201	4.9721	1482420443	74.625	2.464	2915764.529139	2915764.529139
1063	600883	博闻科技	-1.032	6.71	6.8	6.92	6.71	6.78	1569666	0.66486	10647364	221.452	2.331	158415.048	158415.048
1064	600882	妙可蓝多	4.364	61.7	59.01	61.7	58.3	59.12	6276579	1.53544	378410784	1312.766	17.074	2525436.80765	2522169.79265
1065	600881	亚泰集团	-0.34700000000000003	2.87	2.89	2.89	2.84	2.88	8719914	0.26839	24960556	143.5	0.64	932438.199756	932438.199756
1066	600880	博瑞传播	1.671	3.65	3.6	3.77	3.52	3.59	9045806	0.82759	33099240	60.833	1.376	399066.21358	398956.013875
1067	600879	航天电子	-2.452	7.56	7.72	7.86	7.52	7.75	84614749	3.11167	647766796	44.734	1.634	2055769.090704	2055769.090704
1068	600877	ST电能	4.9879999999999995	13.47	12.94	13.47	12.94	12.83	11587806	1.6860300000000001	154983842	112.25	31.897	1107451.803165	925768.90788
1069	600876	洛阳玻璃	-5.957	16.26	16.94	17.0	16.15	17.29	9272621	3.32805	151895555	168.497	6.503	891926.742432	453036.40455
1070	600875	东方电气	10.017	12.74	11.72	12.74	11.65	11.58	105228496	5.26959	1319788973	31.073	1.314	3974579.50162	2544051.068832
1071	600874	创业环保	-2.903	6.02	6.2	6.2	6.01	6.2	7762839	0.714	47264597	16.722	1.33	859191.51486	654511.51486
1072	600873	梅花生物	0.341	5.88	5.9	5.96	5.69	5.86	98289014	3.18396	574482118	18.375	2.033	1822812.846624	1815158.192064
1073	600872	中炬高新	3.414	69.98	67.74	71.0	67.67	67.67	11734383	1.47299	820955606	77.652	12.688	5574867.083612	5574867.083612
1074	600871	石化油服	-2.116	1.85	1.83	1.88	1.81	1.89	35719958	0.26324000000000003	65911446	38.542	4.779	3512102.906105	2510335.031935
1075	600870	ST厦华	5.172	3.05	2.89	3.05	2.89	2.9	5292151	1.0115	16075197	847.222	231.061	159575.897825	159575.897825
1076	600869	远东股份	-2.395	3.26	3.06	3.3	3.06	3.34	24557252	1.10651	78800868	161.386	1.434	723508.995196	723508.995196
1077	600868	梅雁吉祥	-2.7030000000000003	2.88	2.95	2.96	2.87	2.96	25564083	1.34679	74266511	96.321	2.327	546666.819552	546666.819552
1078	600867	通化东宝	-1.088	11.82	11.87	11.9	11.66	11.95	24658871	1.21652	290236175	29.55	4.549	2404174.427094	2395912.247094
1079	600866	星湖科技	-4.805	4.16	4.35	4.37	4.14	4.37	10025505	1.3879000000000001	42459246	20.553	1.8860000000000001	307431.973056	300498.935776
1080	600865	百大集团	-2.635	7.76	8.01	8.13	7.71	7.97	4694844	1.24783	36929586	14.109	1.436	291962.485216	291962.485216
1081	600864	哈投股份	-2.7030000000000003	6.48	6.56	6.64	6.47	6.66	44020011	2.11577	287767149	54.0	1.027	1348209.69696	1348209.69696
1082	600863	内蒙华电	0.0	2.41	2.4	2.42	2.39	2.41	12298658	0.21173000000000003	29553065	14.176	1.184	1399857.705236	1399857.705236
1083	600862	中航高科	-3.026	37.81	39.1	41.07	37.45	38.99	30823393	2.21266	1204064623	94.525	12.107	5267118.673567	5267118.673567
1084	600861	北京城乡	-4.922	14.68	15.3	15.38	14.58	15.44	5361447	1.69235	79609380	470.513	2.086	465069.665132	465069.665132
1085	600860	*ST京城	-1.595	4.32	4.43	4.43	4.3	4.39	811400	0.25199000000000005	3531302	-13.935	4.121	209520.0	139104.0
1086	600859	王府井	0.0	31.95	0.0	0.0	0.0	31.95	0	0.0	0	25.808	2.191	2480119.86825	2480119.86825
