	code	name	changepercent	trade	open	high	low	settlement	volume	turnoverratio	amount	per	pb	mktcap	nmc
0	688981	中芯国际	1.522	58.02	56.64	58.58	55.82	57.15	36133968	3.29794	2082488409	0.0	4.407	45805126.734858	6356978.706
1	688819	天能股份	-7.712	52.89	57.32	58.48	52.88	57.31	24278100	24.02385	1349692236	0.0	7.6370000000000005	5141436.9	534497.396301
2	688788	科思科技	-0.20400000000000001	122.21	122.0	126.72	118.16	122.46	728968	4.38309	89486516	30.814	8.628	923103.849272	203251.777234
3	688777	中控技术	-2.965	99.17	101.8	104.56	98.53	102.2	3201597	8.20231	321357287	0.0	20.727	4899831.028	387089.110628
4	688699	明微电子	13.751	65.6	63.2	66.3	61.5	57.67	3934825	23.26329	252564530	45.241	9.3	487854.08	110957.86704
5	688698	伟创电气	-4.934	15.8	16.62	16.62	15.8	16.62	3795855	10.3644	60819104	36.744	6.449	284400.0	57865.90104
6	688686	奥普特	-2.668	336.0	340.02	347.79	325.08	345.21	1165504	6.83656	390805846	97.652	29.927	2771182.512	572815.992
7	688680	海优新材	-5.739	205.49	227.99	231.98	191.2	218.0	9380118	48.52053	1997968601	188.523	20.055	1726526.98	397258.713485
8	688679	通源环境	-0.146	13.67	13.67	13.8	13.42	13.69	1555416	5.19269	21147425	14.699	1.9460000000000002	180019.785725	40947.056485
9	688678	福立旺	-3.965	18.65	19.39	19.62	18.48	19.42	3558205	10.08276	67335929	21.941	4.305	323297.75	65815.863055
10	688669	N聚石	42.838	52.35	55.0	59.5	50.01	36.65	12923203	67.92676	685246683	36.347	5.815	488600.00349	99596.927235
11	688668	鼎通科技	-1.395	25.45	25.57	25.97	25.19	25.81	1022563	5.28861	26079646	28.92	4.821	216681.3	49208.08909
12	688658	悦康药业	-2.856	21.43	22.1	22.1	21.22	22.06	4133025	4.9834700000000005	88769651	27.127	5.61	964350.0	177728.877802
13	688656	浩欧博	1.758	92.6	92.0	95.99	85.2	91.0	3050375	23.76587	273851279	68.593	23.25	583920.11728	118853.0723
14	688618	三旺通信	-1.79	51.56	52.31	53.38	51.1	52.5	832278	7.73898	43160370	32.633	7.177	260519.76422	55449.50594
15	688617	惠泰医疗	2.39	257.0	260.0	267.9	246.0	251.0	853229	6.21506	218883624	155.758	30.511	1713419.0	352820.3683
16	688608	恒玄科技	-0.505	374.0	377.0	388.26	361.45	375.9	926059	4.02977	348865271	448.603	51.7	4488000.0	859469.0544
17	688600	皖仪科技	-3.008	15.48	15.95	15.95	15.42	15.96	360293	1.13754	5614078	23.104	2.659	206410.32	49029.804
18	688599	天合光能	-0.731	23.1	23.7	24.44	22.89	23.27	36473193	11.75796	860912759	0.0	3.255	4777140.92625	716562.0
19	688598	金博股份	5.176	247.51	251.75	259.48	240.18	235.33	2214900	11.56452	558790958	188.135	16.082	1980080.0	474044.591793
20	688596	正帆科技	-1.799	16.38	16.68	16.85	16.2	16.68	1554830	2.86275	25494308	36.4	2.582	420147.0	88963.666974
21	688595	芯海科技	-2.737	62.54	65.0	65.0	61.0	64.3	939227	4.61485	58728740	63.816	7.477	625400.0	127283.19039
22	688590	新致软件	-2.33	15.93	16.3	16.33	15.9	16.31	1311349	3.54384	21133824	27.466	3.684	289961.49204	58946.811264
23	688589	力合微	5.662	32.1	29.29	32.17	29.2	30.38	1640738	6.39664	50788718	53.5	4.606	321000.0	82336.5
24	688588	凌志软件	-3.659	21.33	22.38	22.38	21.26	22.14	950290	2.50014	20497139	51.249	7.605	853221.336399	81074.2635
25	688586	江航装备	1.217	29.93	29.64	30.42	29.38	29.57	5686520	6.45071	170147559	80.892	6.351	1208407.189731	263843.317752
26	688585	上纬新材	0.545	11.06	11.02	11.49	10.76	11.0	3113075	7.97736	34724069	50.273	4.206	445939.2	43160.410174
27	688580	伟思医疗	3.505	106.6	102.96	109.99	100.12	102.99	1364080	8.31594	143711687	54.799	5.405	728575.47022	174858.12266
28	688579	山大地纬	-3.216	12.34	12.7	12.79	12.3	12.75	832567	2.19042	10359133	56.814	4.413	493612.34	46903.723
29	688578	艾力斯	0.833	30.26	30.07	30.58	29.3	30.01	3779194	5.52093	113278009	-27.509	10.566	1361700.0	207136.181692
30	688577	浙海德曼	-1.837	42.21	42.6	42.9	41.7	43.0	145439	1.18416	6156648	37.354	3.043	227814.63012	51842.520387
31	688571	杭华股份	0.898	8.99	9.0	9.13	8.9	8.91	3990561	5.4907	35884865	23.658	2.391	287680.0	65338.047915
32	688569	铁科轨道	-2.737	19.9	20.3	20.33	19.88	20.46	696439	1.43898	14002497	21.63	1.9500000000000002	419226.733	96312.4777
33	688568	中科星图	-4.213	55.7	58.18	58.18	55.4	58.15	2920479	5.89337	164546641	89.839	10.924	1225400.0	276022.98758
34	688567	孚能科技	-7.06	38.57	41.25	41.96	38.35	41.5	11304721	7.32593	447189196	0.0	4.087	4129572.975045	595178.082408
35	688566	吉贝尔	-1.308	23.39	23.51	24.0	23.34	23.7	465352	1.15781	10961476	0.0	2.879	437256.4024	94010.126516
36	688561	奇安信	-3.674	109.6	112.98	113.4	106.46	113.78	4415845	6.03548	482167442	-121.778	7.915	7448591.36	801886.01072
37	688560	明冠新材	-2.659	25.99	26.99	26.99	25.58	26.7	2430801	7.27946	63788957	30.576	4.4030000000000005	426464.025864	86787.401187
38	688559	海目星	-5.984	26.08	28.03	28.03	25.9	27.74	5232874	11.49992	140335017	26.887	3.899	521600.0	118673.318384
39	688558	国盛智科	2.459	30.0	29.01	30.57	29.01	29.28	1038808	3.1479	31219478	0.0	3.316	396000.0	99000.0
40	688557	兰剑智能	2.632	37.04	35.98	37.04	35.2	36.09	692708	4.1887	25203160	26.457	4.992	269169.68	61255.100016
41	688556	高测股份	-3.205	22.65	23.74	23.74	22.49	23.4	1255079	3.41031	28753300	83.889	3.7960000000000003	366593.421	83357.66703
42	688555	泽达易盛	-4.172	30.55	31.88	32.2	30.51	31.88	303107	1.53542	9416076	22.799	3.175	253901.05	60308.755
43	688551	科威尔	-3.731	28.9	29.91	29.92	28.75	30.02	601756	3.30681	17469740	28.058	2.5620000000000003	231200.0	52590.70564
44	688550	瑞联新材	-2.552	83.63	85.08	86.27	83.5	85.82	356458	2.18981	30047530	29.656	2.223	586928.545177	136133.148164
45	688536	思瑞浦	-3.1310000000000002	524.06	510.0	576.99	477.77	541.0	1357896	7.50946	697984201	313.808	16.454	4192480.0	947629.66079
46	688529	豪森股份	-2.911	28.35	29.15	29.49	28.22	29.2	1465733	5.03259	42048701	69.146	6.19	362880.0	82568.884545
47	688528	秦川物联	-1.8050000000000002	14.69	14.96	14.96	14.52	14.96	491938	1.23293	7209945	41.971	3.323	246792.0	58613.1
48	688526	科前生物	-5.196	42.88	44.23	44.77	42.2	45.23	4339024	5.4409	188604922	64.0	7.727	1993920.0	341960.427392
49	688521	芯原股份	4.177	89.28	84.83	92.8	83.0	85.7	2269385	5.30907	200998267	-892.8	16.882	4340532.063168	381630.940128
50	688520	神州细胞	5.996	48.08	45.98	49.63	45.98	45.36	2421733	4.8454	116870299	0.0	27.052	2093094.112912	240303.84
51	688519	南亚新材	-2.269	26.71	27.36	27.4	26.58	27.33	1080796	2.22137	28942405	31.058	2.459	626082.4	129956.041292
52	688518	联赢激光	-4.398	13.26	13.81	13.81	13.2	13.87	1297419	1.8258100000000002	17304526	0.0	2.86	396739.2	94225.56
53	688516	奥特维	-3.681	74.06	77.68	77.68	72.66	76.89	1039615	4.92284	77860099	74.808	7.314	730750.02	156401.359576
54	688513	苑东生物	-3.156	47.25	48.88	48.88	47.07	48.79	518900	2.09615	24747276	39.05	2.774	567425.25	116966.822175
55	688510	航亚科技	2.224	30.79	30.29	31.8	29.8	30.12	3744063	7.57225	115600361	141.433	13.407	795560.050032	152239.704791
56	688508	芯朋微	-1.968	80.19	80.09	83.78	78.32	81.8	1543388	5.7610600000000005	124528459	95.464	7.242	904543.2	214829.01
57	688505	复旦张江	10.245	17.97	16.63	18.82	16.61	16.3	6795871	7.05954	121371733	71.88	9.731	1874271.0	172988.273286
58	688500	慧辰资讯	-3.535	36.29	37.3	37.39	35.9	37.62	445457	2.52524	16341857	33.263	2.292	269542.19679	64016.274913
59	688488	艾迪药业	-4.118	20.72	21.5	21.5	20.65	21.61	1531906	2.82948	32024918	230.222	6.448	870240.0	112179.76868
60	688466	金科环境	4.937	23.38	22.19	24.1	22.19	22.28	1433907	5.8753400000000005	33511724	24.103	2.5869999999999997	240252.88	57060.059
61	688418	震有科技	3.26	22.17	21.5	22.48	20.72	21.47	1720889	4.18215	37458525	52.786	3.495	429233.37	91226.173509
62	688408	中信博	2.722	200.0	199.0	205.0	190.0	194.7	1515841	5.00847	300819785	125.786	11.451	2714309.6	605311.52
63	688399	硕世生物	1.565	235.51	232.1	240.3	218.0	231.88	3740121	10.87735	861616474	127.303	9.676	1380559.62	809789.3595
64	688398	赛特新材	-3.908	41.8	43.39	43.39	41.76	43.5	380928	2.00488	16128037	33.71	4.142	334400.0	79420.0
65	688396	华润微	-3.4939999999999998	64.91	66.0	66.63	64.09	67.26	17017013	6.83291	1111674760	142.378	7.719	7892570.440745	1616550.023985
66	688393	安必平	-0.881	38.27	38.57	39.13	36.9	38.61	993158	4.68474	37522957	36.104	3.107	357212.18	81131.90249
67	688390	固德威	12.715	353.0	313.13	375.82	313.13	313.18	1916111	9.56198	672152083	226.602	22.313	3106400.0	707371.758
68	688389	普门科技	-0.632	22.02	21.94	22.1	21.25	22.16	2265276	1.4535500000000001	49301170	84.692	8.514	929684.4	343170.07344
69	688388	嘉元科技	-1.518	81.11	83.7	86.98	81.11	82.36	4617875	2.75744	387195930	48.569	7.37	1872635.236	1358343.962738
70	688386	泛亚微透	-3.06	54.18	55.6	55.6	53.5	55.89	501809	3.5219300000000002	27352628	65.277	9.668	379260.0	77196.42252
71	688379	华光新材	-2.153	22.27	22.65	22.85	22.11	22.76	323794	1.61724	7217347	24.744	2.26	195976.0	44587.755788
72	688378	奥来德	0.524	51.75	51.4	53.0	49.59	51.48	384228	2.56754	19995892	24.534	2.447	378482.4225	77443.072875
73	688377	迪威尔	-2.368	16.08	16.47	16.47	15.7	16.47	598294	1.29407	9642648	24.738	2.077	313024.536	74343.7092
74	688369	致远互联	-2.032	61.23	62.5	63.25	58.88	62.5	1153163	1.9756200000000002	70247329	38.269	3.777	471407.216709	357397.691469
75	688368	晶丰明源	-3.795	187.1	195.0	195.0	187.04	194.48	262110	1.70682	49635763	98.995	9.657	1152536.0	287321.68664
76	688366	昊海生科	11.757	109.41	97.88	114.78	97.13	97.9	2204525	5.58722	237759261	48.198	3.624	1938817.4106	431694.452721
77	688365	光云科技	-3.928	22.01	22.91	22.96	21.9	22.91	1108841	3.10493	24728689	81.519	8.068	882601.0	78602.787707
78	688363	华熙生物	3.594	198.9	196.1	204.6	188.99	192.0	4724342	5.06133	935609018	148.433	19.822	9547200.0	1856571.50484
79	688360	德马科技	-1.573	28.16	28.9	28.95	28.09	28.61	389251	1.90583	11076830	28.16	2.836	241265.302784	57514.524672
80	688358	祥生医疗	2.183	47.28	46.33	47.46	45.6	46.27	282695	1.47237	13193666	27.812	3.261	378240.0	90777.6
81	688357	建龙微纳	-3.735	67.27	69.98	70.58	67.27	69.88	805900	3.06811	55525911	34.855	4.154	388955.14	176698.109
82	688356	键凯科技	-1.762	100.33	101.39	102.0	95.2	102.13	580331	4.25413	57054465	73.234	7.253	601980.0	136866.182833
83	688339	亿华通	6.368	301.0	282.93	315.8	278.03	282.98	1131666	7.39738	339962928	0.0	9.491	2122050.0	460475.519
84	688338	赛科希德	-3.9779999999999998	53.1	54.44	54.96	52.8	55.3	657352	3.51202	35151542	44.622	3.267	433550.88	99388.25235
85	688336	三生国健	-2.342	20.85	21.1	21.51	20.57	21.35	1575981	2.64906	33258418	48.488	2.751	1284800.796105	124040.763705
86	688335	复洁环保	-1.901	34.05	34.6	34.93	33.93	34.71	195571	1.17726	6675103	27.683	2.347	246935.73474	56565.014295
87	688333	铂力特	13.713	153.82	135.18	154.1	134.0	135.27	1787826	4.02793	261035529	141.119	11.751	1230560.0	682741.621882
88	688330	宏力达	-2.891	77.25	79.2	79.3	76.82	79.55	666754	2.8745000000000003	51699618	24.292	2.608	772500.0	179184.797175
89	688321	微芯生物	3.621	38.35	37.2	38.69	36.46	37.01	4420269	1.7654800000000002	167604982	743.217	10.522	1572350.0	960177.85487
90	688318	财富趋势	-2.252	195.36	199.7	201.39	194.2	199.86	653227	3.92282	128659785	56.138	4.716	1302465.12	325313.335248
91	688317	之江生物	6.112	89.41	87.23	93.8	83.0	84.26	14477895	35.42194	1286821594	255.457	10.757	1740851.59335	365442.605057
92	688313	仕佳光子	3.984	22.97	21.8	23.47	21.68	22.09	2311439	5.56647	52309962	-5889.744	9.153	1053868.947416	95381.351555
93	688312	燕麦科技	-4.649	23.79	24.82	24.95	23.77	24.95	687098	2.10374	16570569	0.0	2.8810000000000002	341335.817784	77700.078885
94	688311	盟升电子	6.07	105.55	99.0	107.5	98.51	99.51	1332267	5.05958	140001926	122.733	7.71	1210341.85	277929.626355
95	688310	迈得医疗	3.7	30.55	29.16	31.18	29.1	29.46	1148143	3.0936	34938097	41.849	3.499	255398.0	113381.7425
96	688309	恒誉环保	-0.20400000000000001	29.35	29.16	29.72	28.83	29.41	249857	1.31486	7298140	27.338	3.35	234831.501355	55772.528275
97	688308	欧科亿	1.278	24.57	24.39	24.79	23.96	24.26	891962	3.92103	21733858	20.822	2.472	245700.0	55892.219292
98	688301	奕瑞科技	-4.537	180.1	188.0	189.0	178.03	188.66	870362	5.57883	158691649	101.751	5.092	1306586.34626	280977.01767
99	688300	联瑞新材	-5.235	42.0	43.57	44.31	42.0	44.32	618695	1.17859	26396216	37.168	3.909	361088.28	220477.026
100	688299	长阳科技	-1.521	23.96	24.4	24.53	23.66	24.33	2768538	1.24354	66577100	37.438	3.9779999999999998	677034.310492	533428.3086
101	688298	东方生物	-4.149	180.9	189.59	190.99	178.07	188.73	3292276	11.55185	603418990	198.791	15.058	2170800.0	515565.0
102	688289	圣湘生物	0.037	136.85	143.62	143.63	135.47	136.8	4544946	13.67619	635568177	1244.091	12.33	5474000.0	454787.405695
103	688288	鸿泉物联	-2.167	32.96	33.97	33.97	32.68	33.69	623168	1.21413	20702730	37.455	3.739	329600.0	169171.504576
104	688286	敏芯股份	1.07	131.34	129.01	135.56	126.01	129.95	479949	3.95526	62832246	85.843	6.664	698728.8	159373.971372
105	688278	特宝生物	1.011	31.97	31.6	32.87	31.2	31.65	1396345	0.6337600000000001	44943977	177.611	13.546	1300539.6	704380.444468
106	688277	天智航	-3.122	43.75	44.52	44.59	42.33	45.16	1794088	4.87074	77851574	-546.875	18.286	1830686.585	161148.640625
107	688268	华特气体	1.467	65.0	63.81	65.56	62.0	64.06	1555138	4.65005	99904247	80.247	6.288	780000.0	217382.75
108	688266	泽璟制药	10.622	67.8	62.5	68.48	61.82	61.29	3205192	2.401	212313597	-26.381	9.544	1627200.0	905090.676
109	688258	卓易信息	-3.062	48.44	50.05	50.05	48.31	49.97	678220	1.6008200000000001	33132458	76.889	4.749	421217.726804	205225.43314
110	688256	寒武纪	6.418	172.78	161.2	174.75	158.48	162.36	3569844	10.8192	606605320	-52.838	10.56	6912927.8	570095.626992
111	688233	神工股份	5.078	47.8	45.1	47.88	43.6	45.49	2375959	6.22727	107762219	74.688	6.54	764800.0	182376.74618
112	688229	博睿数据	3.665	125.29	119.0	126.66	115.01	120.86	432317	4.27799	52775181	68.464	6.418	556287.6	126613.150103
113	688228	开普云	-1.951	41.71	42.53	42.53	41.54	42.54	196931	1.29689	8236529	26.91	2.477	280013.57824	63336.109454
114	688222	成都先导	-4.6690000000000005	29.4	30.52	31.1	28.06	30.84	2015624	5.48399	59214133	89.091	9.61	1177999.2	108058.80624
115	688221	前沿生物	0.602	16.72	16.63	16.81	16.47	16.62	1704402	2.0628	28369324	-23.011	9.238	601518.72	138150.30416
116	688219	会通股份	-1.5899999999999999	16.09	16.3	16.44	15.98	16.35	1874055	4.51678	30232774	53.633	5.028	738987.363888	66758.951422
117	688218	江苏北人	-1.516	16.24	16.54	16.69	16.13	16.49	531620	0.63926	8675560	28.0	2.297	190560.16	135055.690504
118	688215	瑞晟智能	-3.379	40.03	41.15	41.2	39.82	41.43	239021	2.63324	9645108	0.0	3.696	160280.12	36335.459171
119	688208	道通科技	-3.247	73.0	74.99	75.87	70.35	75.45	1362198	2.83791	98432397	89.024	13.64	3285000.0	350400.0
120	688202	美迪西	-3.577	262.0	265.03	270.88	256.0	271.72	728447	2.7787800000000002	191681334	192.647	15.161	1624400.0	686823.9348
121	688200	华峰测控	0.646	427.0	430.0	435.9	414.0	424.26	1075434	7.55799	459061552	188.106	12.69	2612607.4422	607582.9543
122	688199	久日新材	-2.903	43.15	44.3	44.3	42.85	44.44	1226525	1.56385	53116774	15.14	1.795	479943.642	338424.01742
123	688198	佰仁医疗	-1.308	98.88	99.84	101.34	95.61	100.19	579215	2.54042	57095668	112.364	11.822	949248.0	225446.4
124	688196	卓越新能	-3.072	52.06	53.57	54.24	52.02	53.71	866933	2.96725	45617713	22.343	2.872	624720.0	152102.1402
125	688189	南新制药	10.244	49.18	44.85	50.15	43.73	44.61	2664108	7.92889	126886099	56.529	4.474	688520.0	165244.8
126	688188	柏楚电子	0.803	316.51	319.66	324.98	311.99	313.99	593190	2.30812	189367630	106.929	13.287	3165100.0	813434.18161
127	688186	广大特材	-3.735	29.38	30.45	30.45	28.88	30.52	2065042	5.12471	60854391	25.548000000000002	2.826	484182.4	118389.0604
128	688185	康希诺	3.8890000000000002	399.86	385.5	404.0	385.5	384.89	1719319	7.59123	686014478	-526.132	15.738	9894531.661414	905632.757556
129	688181	八亿时空	-5.851	52.94	55.66	55.75	51.9	56.23	1410296	1.84604	74845773	34.829	3.095	510728.136116	404439.529314
130	688180	君实生物	6.696	93.22	90.02	94.8	89.88	87.37	6066055	8.21873	561061159	0.0	12.779	8144775.891	688035.248892
131	688179	阿拉丁	-3.807	81.11	82.69	85.1	71.35	84.32	1607081	7.00645	130535121	96.399	17.322	818670.8074	186043.320982
132	688178	万德斯	-2.2880000000000003	28.19	28.84	28.86	28.02	28.85	310807	0.83996	8794208	14.456	2.163	239608.922236	104310.371685
133	688177	百奥泰	-0.551	34.3	34.2	35.49	33.71	34.49	1734968	2.98266	60130219	-11.588	6.585	1420294.4	199517.95157
134	688169	石头科技	-2.823	1205.0	1234.0	1245.0	1172.0	1240.0	398542	2.42813	484890550	76.948	12.137	8033333.3735	1977830.0035
135	688168	安博通	-3.107	50.21	51.77	52.09	49.36	51.82	426248	1.5204300000000002	21508768	28.367	2.609	256974.78	140762.47975
136	688166	博瑞医药	2.077	49.63	48.7	50.76	47.5	48.62	2267708	1.2565	112853982	165.433	14.658	2034830.0	895713.113043
137	688165	埃夫特	-4.315	11.31	11.83	11.83	11.24	11.82	2853834	2.29874	32603052	-102.818	2.7	590133.18	140410.965006
138	688160	步科股份	-2.081	36.23	37.26	37.65	35.56	37.0	1219973	6.39205	44099341	54.075	8.606	304332.0	69147.751956
139	688159	有方科技	-5.087	24.63	25.0	26.0	24.11	25.95	824811	1.31511	20573543	30.814	2.576	225806.596185	154474.042383
140	688158	优刻得	-2.84	39.35	40.5	40.9	39.1	40.5	3151379	1.0008	124360280	655.833	4.883	1662664.06534	1239073.6555
141	688157	松井股份	6.475	102.77	97.08	103.67	95.23	96.52	963659	5.09738	97154020	65.878	7.615	818049.2	194286.685
142	688156	路德环境	-2.735	17.78	18.2	18.2	17.51	18.28	338177	1.61909	6011303	27.799	2.393	163291.52	37136.744624
143	688155	先惠技术	20.0	86.76	75.0	86.76	75.0	72.3	3520303	20.46755	297075154	67.93	6.093	656166.192336	149222.332764
144	688139	海尔生物	7.148	80.95	76.88	85.0	76.0	75.55	5536836	3.05555	446908941	110.89	9.587	2566695.88101	1466861.90621
145	688138	清溢光电	-3.948	20.68	21.12	21.49	20.53	21.53	1810794	2.3153	37833924	60.824	4.7379999999999995	551742.4	161738.28
146	688136	科兴制药	5.072	38.12	35.8	38.85	35.19	36.28	6837684	16.71433	256753643	35.626	6.98	757446.8778	155945.573064
147	688135	利扬芯片	3.097	40.94	39.02	41.57	37.81	39.71	3481155	12.56542	139305079	67.115	8.655	558421.6	113421.17903
148	688133	泰坦科技	-3.58	121.75	125.61	127.0	120.58	126.27	588977	3.78343	71911643	86.964	11.336	928331.088	189531.41485
149	688129	东来技术	-1.442	17.77	18.03	18.18	17.63	18.03	1201026	4.39962	21300979	19.527	4.452	213240.0	48509.303002
150	688128	中国电研	-2.636	16.99	17.46	17.5	16.89	17.45	858164	0.9067400000000001	14688648	24.271	3.1310000000000002	687245.5	160797.792691
151	688127	蓝特光学	-1.255	29.11	29.38	30.36	28.9	29.48	2451420	6.63693	72512362	90.969	8.796	1168999.38	107520.850283
152	688126	沪硅产业	-0.513	34.93	34.28	36.08	34.13	35.11	20938899	4.22586	735962577	-698.6	10.446	8663548.18	1730762.173231
153	688123	聚辰股份	-2.846	50.53	51.02	51.98	50.46	52.01	1176215	1.42387	60070582	48.124	4.308	610613.953951	417413.489339
154	688122	西部超导	0.097	71.97	72.66	76.0	70.89	71.9	5896330	1.8996600000000001	432017064	188.947	11.716	3175834.584	2233862.436
155	688118	普元信息	-2.252	23.0	23.33	23.55	22.87	23.53	477196	0.7175400000000001	11050394	33.094	2.356	219420.0	152960.7157
156	688116	天奈科技	5.908	70.99	67.19	73.5	66.19	67.03	4547562	2.57582	322058854	122.397	10.13	1645960.765484	1253313.676981
157	688111	金山办公	-1.377	485.0	490.0	521.0	480.95	491.77	1839351	0.85226	905302895	444.954	34.261	22358500.0	10467243.3735
158	688108	赛诺医疗	-2.433	12.03	12.3	12.3	11.67	12.33	3610257	1.2562600000000002	42846217	50.125	4.461	493230.0	345718.795635
159	688106	金宏气体	-0.17300000000000001	28.85	28.46	29.55	27.94	28.9	2950861	2.64854	85226646	58.878	5.141	1397301.859	321431.262365
160	688101	三达膜	1.679	16.35	16.14	16.92	16.09	16.08	2348462	1.30797	38819190	15.28	1.681	545893.8	293565.3618
161	688100	威胜信息	-3.954	21.62	22.74	22.75	21.58	22.51	1145470	0.6920700000000001	25254083	45.042	4.733	1081000.0	357838.818454
162	688099	晶晨股份	-0.634	79.91	79.71	80.97	77.46	80.42	2469918	1.16762	195546702	194.902	11.809	3285259.92	1690371.502274
163	688098	申联生物	-1.8599999999999999	14.77	15.0	15.08	14.62	15.05	1465542	0.5613800000000001	21631569	70.333	4.323	605126.9	385587.958091
164	688096	京源环保	-2.711	15.79	16.1	16.13	15.68	16.23	293058	1.14977	4635626	20.506	2.262	169416.4365	40246.3415
165	688095	福昕软件	0.75	282.1	276.02	287.0	270.0	280.0	397079	3.64385	110768254	137.369	4.52	1358029.4	307410.88651
166	688093	世华科技	-4.008	24.43	25.31	25.65	24.39	25.45	1900934	4.8601	46853315	38.778	4.032	420196.0	95553.168935
167	688090	瑞松科技	-2.186	35.8	36.32	36.33	35.35	36.6	226494	1.41575	8107748	29.587	2.572	241150.90504	57273.3412
168	688089	嘉必优	5.726	43.02	40.15	43.58	40.15	40.69	2917304	4.46071	124635546	32.84	3.977	516240.0	281350.8
169	688088	虹软科技	-3.7439999999999998	60.41	62.23	62.73	60.4	62.76	2616940	0.97935	159203809	109.836	9.189	2452646.0	1614229.98758
170	688086	紫晶存储	-4.261	38.2	39.51	39.51	37.99	39.9	1063497	2.30533	40763335	39.381	3.991	727257.34146	176224.54942
171	688085	三友医疗	3.047	40.58	40.1	41.13	38.57	39.38	2052622	4.61414	82837782	63.406	5.571	833243.343	180521.883056
172	688081	兴图新科	0.211	28.53	28.14	28.93	27.82	28.47	327906	1.05345	9297262	30.351	3.007	209980.8	88804.7604
173	688080	映翰通	-4.907	49.03	51.56	51.56	48.59	51.56	351194	2.77893	17309828	37.144	3.983	257058.337758	61962.824511
174	688078	龙软科技	-3.544	22.86	23.53	23.55	22.74	23.7	588825	1.7267800000000002	13543807	25.685	3.323	161734.5	77951.740464
175	688077	大地熊	-4.037	41.6	42.68	45.45	41.23	43.35	2627171	13.82722	112745056	42.887	3.725	332800.0	79040.0
176	688069	德林海	-4.218	67.9	69.73	70.59	67.9	70.89	1239689	8.68448	85295397	30.178	3.117	403801.3	96925.63398
177	688068	热景生物	-2.062	43.23	43.9	44.7	42.99	44.14	1937041	4.56895	84642512	64.522	4.26	268874.782143	183276.978555
178	688066	航天宏图	-1.311	42.14	42.38	43.75	41.85	42.7	1705595	1.7422900000000001	72686678	71.424	5.692	700867.983662	412525.37921
179	688065	凯赛生物	-1.915	84.0	85.27	85.27	83.77	85.64	762200	2.01531	64223199	63.636	3.415	3500128.5984	317691.8304
180	688063	派能科技	8.077	321.0	303.0	342.66	302.4	297.01	4886414	13.59274	1576594390	243.182	58.086	4970509.5093	1153953.6552
181	688060	云涌科技	-2.9450000000000003	73.81	75.51	75.98	73.33	76.05	280515	1.9685300000000001	20803010	50.749	4.998	442860.0	105179.25
182	688058	宝兰德	0.312	80.3	79.4	81.81	79.14	80.05	156764	0.71772	12621479	41.606	3.49	321200.0	175391.26
183	688057	金达莱	-2.004	31.3	31.79	32.28	31.25	31.94	1387167	2.1751300000000002	43991146	25.147	4.914	863880.0	199612.14737
184	688056	莱伯泰科	-3.146	28.63	29.5	29.7	28.36	29.56	420040	2.71634	12059013	23.276	2.676	191821.0	44271.871665
185	688055	龙腾光电	-4.309	7.55	7.83	7.87	7.5	7.89	13992044	5.1944	107618802	92.073	6.98	2516666.717	203372.680695
186	688051	佳华科技	-5.957	70.72	75.21	75.27	70.72	75.2	837948	4.5180299999999995	60294773	33.358	3.9	546906.048	131162.644288
187	688050	爱博医疗	5.647	197.56	192.0	202.86	192.0	187.0	1699131	7.90392	337970388	232.424	13.939	2077131.457632	424700.836604
188	688039	当虹科技	-1.018	62.2	62.4	64.66	61.95	62.84	416841	0.8547600000000001	26256237	45.401	3.59	497600.0	303329.8692
189	688037	芯源微	-0.447	102.5	102.11	105.0	98.68	102.96	1295274	2.92082	132331069	222.826	10.911	861000.0	454549.0625
190	688036	传音控股	8.644	207.51	191.0	211.99	187.0	191.0	3955187	1.0163	786408528	85.748	17.07	16600800.0	8075764.697724
191	688033	天宜上佳	-1.667	12.98	13.1	13.33	12.9	13.2	2823718	0.92683	36922529	20.281	2.464	582460.870024	395455.606128
192	688030	山石网科	0.682	38.38	38.55	39.17	37.69	38.12	1159927	1.23896	44676433	61.724	5.252	691697.616452	359318.81806
193	688029	南微医学	0.758	202.1	201.99	203.5	196.02	200.58	957554	2.23469	191726851	75.815	10.56	2694801.4	865989.48634
194	688028	沃尔德	-2.335	32.2	32.8	33.3	31.86	32.97	538283	1.41033	17282266	36.591	3.097	257600.0	122898.69956
195	688027	国盾量子	-1.025	236.5	238.95	241.0	233.5	238.95	659166	3.87745	155789114	288.415	11.687	1892000.0	402050.0
196	688026	洁特生物	12.294	65.4	58.45	65.98	58.06	58.24	3912268	8.19409	248341174	74.318	8.107	654000.0	312252.21498
197	688025	杰普特	-3.027	41.0	42.3	42.85	40.73	42.28	582715	1.19965	24072841	46.591	2.379	378711.1616	199151.9691
198	688023	安恒信息	-1.321	276.3	277.2	281.5	267.37	280.0	659349	1.27661	182653937	170.556	13.743	2046666.69225	1427042.91582
199	688022	瀚川智能	-3.084	28.91	29.78	29.83	28.8	29.83	730219	1.25302	21334699	36.595	3.58	312228.0	168477.994629
200	688021	奥福环保	-2.524	52.52	53.42	53.58	51.05	53.88	1022843	2.21515	53164490	61.788	4.616	405893.383168	242510.632572
201	688020	方邦股份	-3.188	77.45	78.7	79.86	77.07	80.0	709879	1.93625	55507196	41.197	3.926	619600.0	283951.20191
